Id,Category
HW00006775,7
HW00004641,8
HW00005276,5
HW00007322,5
HW00007189,2
HW00006882,5
HW00001566,5
HW00003282,7
HW00006902,6
HW00006556,5
HW00001878,9
HW00005498,2
HW00002381,5
HW00007798,2
HW00006106,8
HW00004085,9
HW00004818,5
HW00003483,6
HW00004166,9
HW00005553,5
HW00007419,4
HW00001368,5
HW00004762,9
HW00004226,5
HW00001691,7
HW00005043,1
HW00004707,5
HW00003036,5
HW00004275,1
HW00004914,5
HW00006227,5
HW00006420,5
HW00006721,5
HW00003070,5
HW00007932,6
HW00007714,6
HW00000104,5
HW00002088,1
HW00006218,5
HW00002949,5
HW00004082,5
HW00002787,2
HW00000475,6
HW00002243,5
HW00004741,9
HW00006154,2
HW00000686,4
HW00003011,7
HW00005708,5
HW00004979,5
HW00007006,0
HW00002235,5
HW00001102,5
HW00007379,5
HW00002079,1
HW00004932,5
HW00004063,5
HW00005447,5
HW00000706,5
HW00002676,5
HW00000764,5
HW00006092,8
HW00006862,1
HW00005974,1
HW00002289,7
HW00003615,5
HW00002182,7
HW00006867,0
HW00004836,5
HW00002408,4
HW00003703,5
HW00007147,6
HW00003266,5
HW00006905,2
HW00000606,4
HW00003053,5
HW00005076,9
HW00004679,8
HW00002523,4
HW00000949,5
HW00006048,5
HW00000781,7
HW00006193,5
HW00004713,1
HW00004985,5
HW00006909,5
HW00007445,5
HW00003964,5
HW00001131,6
HW00006148,9
HW00007496,5
HW00005555,5
HW00005535,9
HW00001356,5
HW00005539,0
HW00000292,5
HW00001057,5
HW00005569,8
HW00005297,5
HW00003559,6
HW00004278,3
HW00007244,1
HW00003188,7
HW00004338,5
HW00000934,5
HW00005163,5
HW00007309,7
HW00006431,6
HW00005347,0
HW00005788,5
HW00006946,2
HW00005449,6
HW00007640,5
HW00001978,5
HW00003694,5
HW00004507,5
HW00004352,2
HW00004056,5
HW00003990,2
HW00003357,5
HW00006415,8
HW00001805,6
HW00001472,2
HW00006375,9
HW00003908,0
HW00000017,1
HW00007213,5
HW00003143,5
HW00002931,6
HW00003735,5
HW00005944,8
HW00006158,2
HW00003370,5
HW00004266,3
HW00006361,9
HW00002758,8
HW00005919,6
HW00002500,1
HW00007848,5
HW00007802,6
HW00004016,5
HW00007509,4
HW00005940,5
HW00004031,5
HW00005428,7
HW00007515,6
HW00004749,8
HW00006896,1
HW00006516,1
HW00003313,2
HW00005262,9
HW00007503,0
HW00000477,0
HW00006303,1
HW00001509,8
HW00001197,1
HW00005609,7
HW00005059,5
HW00001418,5
HW00006763,5
HW00007015,6
HW00007399,7
HW00003279,5
HW00003647,5
HW00005563,6
HW00007494,7
HW00003116,7
HW00005857,5
HW00006860,5
HW00007486,8
HW00007298,8
HW00003160,5
HW00005338,5
HW00007311,5
HW00001004,5
HW00000615,9
HW00001465,5
HW00006043,6
HW00000530,5
HW00002542,5
HW00002934,6
HW00004575,8
HW00004724,5
HW00003196,7
HW00002660,1
HW00007662,5
HW00007743,5
HW00006454,5
HW00003445,7
HW00003138,4
HW00005510,6
HW00003358,0
HW00003240,5
HW00006403,8
HW00005777,5
HW00001115,0
HW00001977,5
HW00005749,6
HW00004992,1
HW00002288,5
HW00006133,5
HW00003452,6
HW00001939,5
HW00001049,5
HW00002092,8
HW00000894,5
HW00006159,5
HW00004320,3
HW00005941,7
HW00004771,1
HW00005108,8
HW00003548,6
HW00001531,5
HW00003217,6
HW00003438,5
HW00006310,9
HW00001641,5
HW00000823,5
HW00002142,0
HW00002124,2
HW00003222,2
HW00000478,5
HW00002957,0
HW00003565,5
HW00003366,5
HW00006957,2
HW00001083,8
HW00001184,6
HW00004465,5
HW00001302,5
HW00002346,5
HW00005630,2
HW00005582,3
HW00005140,5
HW00007057,6
HW00005415,9
HW00007029,9
HW00004677,2
HW00000493,5
HW00001640,5
HW00001846,7
HW00001268,5
HW00007625,5
HW00004146,0
HW00000725,5
HW00002043,5
HW00006447,9
HW00000417,5
HW00007159,2
HW00000117,5
HW00001538,5
HW00001642,5
HW00000733,2
HW00000299,5
HW00005832,2
HW00001742,5
HW00001633,1
HW00006762,5
HW00006880,5
HW00006562,9
HW00000675,7
HW00001383,5
HW00001276,0
HW00007757,0
HW00001315,5
HW00003390,5
HW00007770,7
HW00001959,7
HW00006436,9
HW00003586,7
HW00000046,1
HW00003351,2
HW00006838,5
HW00006042,5
HW00001768,2
HW00003355,6
HW00006975,2
HW00005845,6
HW00004807,5
HW00005069,5
HW00003727,2
HW00004115,5
HW00006026,5
HW00007634,5
HW00002513,9
HW00004032,9
HW00007082,5
HW00000982,8
HW00005573,5
HW00001056,5
HW00000524,5
HW00003051,5
HW00005452,5
HW00005055,0
HW00003016,5
HW00003814,4
HW00002603,7
HW00007458,5
HW00003319,5
HW00001026,6
HW00003376,5
HW00007194,8
HW00003264,7
HW00005432,5
HW00005116,4
HW00006391,5
HW00003176,7
HW00005494,5
HW00000653,5
HW00005812,2
HW00003890,5
HW00003151,1
HW00005458,5
HW00005012,7
HW00000032,5
HW00004175,5
HW00007104,1
HW00007872,6
HW00000973,4
HW00003561,5
HW00006319,3
HW00001513,5
HW00000690,5
HW00005475,4
HW00002254,5
HW00003706,4
HW00004860,5
HW00000885,4
HW00000185,5
HW00000732,5
HW00001107,5
HW00006137,2
HW00001174,5
HW00007731,5
HW00000180,6
HW00006708,5
HW00005943,5
HW00000558,5
HW00007906,8
HW00007059,6
HW00006951,1
HW00001471,5
HW00003664,6
HW00007775,7
HW00000190,6
HW00002437,7
HW00003754,7
HW00004355,8
HW00005304,4
HW00002482,7
HW00003851,4
HW00001860,5
HW00000033,9
HW00007850,5
HW00006198,2
HW00007821,5
HW00004742,5
HW00002242,2
HW00000804,6
HW00005455,8
HW00007241,5
HW00004496,4
HW00001162,8
HW00005417,5
HW00005035,5
HW00000295,1
HW00005716,5
HW00006405,2
HW00001351,5
HW00001343,5
HW00006606,1
HW00007422,4
HW00006242,9
HW00005310,6
HW00004255,5
HW00005866,7
HW00006664,2
HW00000918,5
HW00007468,5
HW00002094,9
HW00001381,5
HW00002665,5
HW00001403,4
HW00004735,7
HW00005889,1
HW00000034,5
HW00006541,5
HW00000859,5
HW00005072,5
HW00004446,5
HW00003496,5
HW00000447,7
HW00003401,3
HW00002258,6
HW00002935,6
HW00005588,5
HW00002992,5
HW00007523,5
HW00004889,5
HW00001440,5
HW00006988,2
HW00003704,5
HW00007881,6
HW00004456,0
HW00003747,6
HW00000897,5
HW00006164,5
HW00005082,5
HW00001698,5
HW00005029,0
HW00002847,5
HW00007083,3
HW00005644,8
HW00002953,5
HW00006810,6
HW00006003,5
HW00007631,5
HW00000449,5
HW00003589,5
HW00005517,5
HW00002980,2
HW00002685,7
HW00002853,5
HW00004466,5
HW00007774,5
HW00000739,7
HW00004182,5
HW00006845,5
HW00002923,5
HW00002932,5
HW00000244,1
HW00006889,5
HW00005545,5
HW00004838,8
HW00003772,1
HW00006895,0
HW00000913,5
HW00007920,5
HW00005891,5
HW00003206,0
HW00006594,7
HW00007024,5
HW00007834,6
HW00006054,3
HW00006942,7
HW00006573,6
HW00002483,5
HW00000132,6
HW00006455,2
HW00003119,5
HW00006182,7
HW00002918,6
HW00006816,6
HW00003339,5
HW00002449,2
HW00007180,5
HW00005934,3
HW00000811,5
HW00006135,5
HW00002443,5
HW00003394,5
HW00007401,5
HW00005776,5
HW00000553,5
HW00006326,5
HW00000661,4
HW00005763,7
HW00007171,5
HW00005390,5
HW00004395,1
HW00007439,5
HW00006051,5
HW00001784,5
HW00001069,9
HW00000776,5
HW00003799,0
HW00003038,5
HW00006665,5
HW00002624,5
HW00003731,2
HW00003361,1
HW00000937,5
HW00003308,8
HW00007060,9
HW00006710,5
HW00006872,5
HW00006565,5
HW00002111,5
HW00002465,5
HW00003013,5
HW00004252,8
HW00003294,5
HW00007660,5
HW00004065,5
HW00007301,8
HW00006747,6
HW00006661,5
HW00007227,2
HW00002377,8
HW00000556,2
HW00003278,5
HW00002406,6
HW00000601,5
HW00002515,2
HW00006453,5
HW00004484,5
HW00003891,2
HW00002766,5
HW00006587,9
HW00004744,5
HW00000663,0
HW00005437,5
HW00007510,5
HW00002409,6
HW00001335,5
HW00003063,5
HW00004237,8
HW00006784,2
HW00004756,8
HW00003852,5
HW00004020,2
HW00007768,5
HW00005694,4
HW00003098,7
HW00004769,5
HW00003514,5
HW00003239,5
HW00002021,7
HW00002841,5
HW00005858,5
HW00005897,5
HW00006837,0
